hotel_name,city,country_code,website,phone,category_name,all_categories,review_score,reviews_count,priority_score,priority_band,hotel_opening_hours,hotel_opening_hours_status,hotel_opening_hours_source_url,hotel_opening_hours_source_type,checkin_checkout_info,checkin_checkout_status,checkin_checkout_source_url,checkin_checkout_source_type,checkin_checkout_source_origin,checkin_checkout_completeness,public_source_reachable,public_source_fetch_status,contact_status,factual_summary,give_first_insight,main_observed_issue,email_hook,micro_cta,primary_email_goal,proof_snippet,email_angle,cta_type,variant_id,test_batch,reply_outcome,source_url,source_file
Ayur Ganesh - Ajurvédske Centrum,Bratislava,SK,https://www.ayurganesh.sk/,+421 948 459 865,Wellness centrum,Wellness centrum,4.9,81,7.47,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Ayur Ganesh - Ajurvédske Centrum | Mesto: Bratislava | Kategória: Wellness centrum | Priorita: Medium (7.47) | Hodnotenie: 4.9/5 z 81 recenzií | Web: https://www.ayurganesh.sk/ | Telefón: +421 948 459 865 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Ayur Ganesh - Ajurvédske Centrum v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Ayur%20Ganesh%20-%20Ajurv%C3%A9dske%20Centrum&query_place_id=ChIJLXPMq1qJbEcRleMAA8sWwMs,raw_bratislava region_2026-04-01_21-01-58-857.csv
Masážny salón Mandala,Staré Mesto,SK,http://www.mandalacentrum.sk/,+421 944 199 860,Masér,Masér,4.7,80,7.45,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Masážny salón Mandala | Mesto: Staré Mesto | Kategória: Masér | Priorita: Medium (7.45) | Hodnotenie: 4.7/5 z 80 recenzií | Web: http://www.mandalacentrum.sk/ | Telefón: +421 944 199 860 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Masážny salón Mandala v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Mas%C3%A1%C5%BEny%20sal%C3%B3n%20Mandala&query_place_id=ChIJhSEt6kCJbEcRSgrx95YXUVI,raw_bratislava region_2026-04-01_21-01-58-857.csv
Tantra Diamond,Bratislava,SK,http://www.tantradiamond.sk/,+421 911 989 484,Erotická masáž,Erotická masáž,4.4,55,7.4,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Tantra Diamond | Mesto: Bratislava | Kategória: Erotická masáž | Priorita: Medium (7.4) | Hodnotenie: 4.4/5 z 55 recenzií | Web: http://www.tantradiamond.sk/ | Telefón: +421 911 989 484 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Tantra Diamond v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Tantra%20Diamond&query_place_id=ChIJL8_2mUOJbEcRJy6Bu6dvA_Y,raw_bratislava region_2026-04-01_21-01-58-857.csv
ZION SPA,Staré Mesto,SK,https://zionspa.sk/,+421 2/322 384 51,Wellness centrum,Wellness centrum,4.6,39,7.4,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: ZION SPA | Mesto: Staré Mesto | Kategória: Wellness centrum | Priorita: Medium (7.4) | Hodnotenie: 4.6/5 z 39 recenzií | Web: https://zionspa.sk/ | Telefón: +421 2/322 384 51 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na ZION SPA v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=ZION%20SPA&query_place_id=ChIJCTqPyEaJbEcR7baZxfBwcBw,raw_bratislava region_2026-04-01_21-01-58-857.csv
Wellness Modena,Ružinov,SK,https://hotelmodena.sk/sukromny-wellness,+421 948 998 488,Wellness centrum,Wellness centrum,4.2,29,7.35,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Wellness Modena | Mesto: Ružinov | Kategória: Wellness centrum | Priorita: Medium (7.35) | Hodnotenie: 4.2/5 z 29 recenzií | Web: https://hotelmodena.sk/sukromny-wellness | Telefón: +421 948 998 488 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Wellness Modena v lokalite Ružinov.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Wellness%20Modena&query_place_id=ChIJKQW4owGJbEcRprjHdSHqBKw,raw_bratislava region_2026-04-01_21-01-58-857.csv
Golden cave. thai massage,Bratislava,SK,http://www.thajmasaze.sk/,+421 915 565 719,Thajský masér,Thajský masér,4.3,17,7.35,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Golden cave. thai massage | Mesto: Bratislava | Kategória: Thajský masér | Priorita: Medium (7.35) | Hodnotenie: 4.3/5 z 17 recenzií | Web: http://www.thajmasaze.sk/ | Telefón: +421 915 565 719 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Golden cave. thai massage v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Golden%20cave.%20thai%20massage&query_place_id=ChIJt8ld21yJbEcRGrdVNbxLjO8,raw_bratislava region_2026-04-01_21-01-58-857.csv
Wellmass coffe & wellness,Bratislava,SK,https://www.wellmass.sk/,+421 908 779 351,Wellness a masáže,Wellness a masáže,4.4,14,7.35,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Wellmass coffe & wellness | Mesto: Bratislava | Kategória: Wellness a masáže | Priorita: Medium (7.35) | Hodnotenie: 4.4/5 z 14 recenzií | Web: https://www.wellmass.sk/ | Telefón: +421 908 779 351 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Wellmass coffe & wellness v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Wellmass%20coffe%20%26%20wellness&query_place_id=ChIJUa3m0NGPbEcRoCrL34AAzlQ,raw_bratislava region_2026-04-01_21-01-58-857.csv
Radio Hotel Bratislava,Bratislava,SK,https://www.radiohotel.sk/,+421 911 941 140,Hotel,Hotel,1.0,1,7.3,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Radio Hotel Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium (7.3) | Hodnotenie: 1.0/5 z 1 recenzií | Web: https://www.radiohotel.sk/ | Telefón: +421 911 941 140 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Radio Hotel Bratislava v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Radio%20Hotel%20Bratislava&query_place_id=ChIJI08i78qPbEcRauu6MS9QLYc,raw_bratislava region_2026-04-01_21-01-58-857.csv
Penzión Angelika,Bratislava,SK,https://www.hotelangelika.eu/,+421 902 553 579,Ubytovanie,Ubytovanie,3.1,50,7.26,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Penzión Angelika | Mesto: Bratislava | Kategória: Ubytovanie | Priorita: Medium (7.26) | Hodnotenie: 3.1/5 z 50 recenzií | Web: https://www.hotelangelika.eu/ | Telefón: +421 902 553 579 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Penzión Angelika v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Penzi%C3%B3n%20Angelika&query_place_id=ChIJbafwhwqMbEcRh3cVbZpRrCY,raw_bratislava region_2026-04-01_21-01-58-857.csv
"LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more",Bratislava,SK,https://www.luxurybratislava.com/,+421 2/207 254 04,Predajňa odevov,Predajňa odevov,2.9,38,7.23,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,"Hotel: LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more | Mesto: Bratislava | Kategória: Predajňa odevov | Priorita: Medium (7.23) | Hodnotenie: 2.9/5 z 38 recenzií | Web: https://www.luxurybratislava.com/ | Telefón: +421 2/207 254 04 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené)",Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,"Pozeral som sa na LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more v lokalite Bratislava.","Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=LUXURY%20-%20Brands%20CELINE%2C%20BRUNELLO%20CUCINELLI%20%2C%20TOM%20FORD%2C%20KITON%2C%20ZIMMERMAN%2C%20KHAITE%20and%20more&query_place_id=ChIJm-gJZcqJbEcRrC9nY77rvSg,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Prim,Nové Mesto,SK,https://hotelprim.sk/,,Hotel,Hotel | Ubytovanie pod strechou,3.6,776,7.11,Medium,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday 09:00-17:00",Overené vo verejnom zdroji,https://hotelprim.sk/,homepage,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Čiastočne overené z raw vstupu: len web,"Hotel: Hotel Prim | Mesto: Nové Mesto | Kategória: Hotel | Priorita: Medium (7.11) | Hodnotenie: 3.6/5 z 776 recenzií | Web: https://hotelprim.sk/ | Telefón: Verejne nepotvrdené | Otváracie hodiny: Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday 09:00-17:00 (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené)",Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Prim v lokalite Nové Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Prim&query_place_id=ChIJz39-PwCPbEcR-4c_mtZjzKo,raw_bratislava region_2026-04-01_21-01-58-857.csv
Thai massage - Massage,Bratislava,SK,https://www.homethairelax.sk/,+421 902 398 889,,,4.7,26,7.1,Medium,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Thai massage - Massage | Mesto: Bratislava | Priorita: Medium (7.1) | Hodnotenie: 4.7/5 z 26 recenzií | Web: https://www.homethairelax.sk/ | Telefón: +421 902 398 889 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Thai massage - Massage v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Thai%20massage%20-%20Massage&query_place_id=ChIJW8rQ4f-JbEcRpn9dCYZdLgE,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Barónka,Rača,SK,,+421 2/448 723 24,Prenájom bytov,Prenájom bytov | Kongresové centrum | Konferenčné priestory | Prenájom kancelárskych priestorov | Sauna | Bazén,3.7,650,4.52,Low,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: Hotel Barónka | Mesto: Rača | Kategória: Prenájom bytov | Priorita: Low (4.52) | Hodnotenie: 3.7/5 z 650 recenzií | Web: Verejne nepotvrdené | Telefón: +421 2/448 723 24 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Barónka v lokalite Rača.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Bar%C3%B3nka&query_place_id=ChIJrxjIy22ObEcRGuZm3crL8dQ,raw_bratislava region_2026-04-01_21-01-58-857.csv
Botel Pressburg & Restaurant,Staré Mesto,SK,,+421 903 535 075,Hotel,Hotel | Gril | Bar | Reštaurácia,4.0,426,4.48,Low,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: Botel Pressburg & Restaurant | Mesto: Staré Mesto | Kategória: Hotel | Priorita: Low (4.48) | Hodnotenie: 4.0/5 z 426 recenzií | Web: Verejne nepotvrdené | Telefón: +421 903 535 075 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Botel Pressburg & Restaurant v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Botel%20Pressburg%20%26%20Restaurant&query_place_id=ChIJf50bsHCLbEcRAksqgJp7Unc,raw_bratislava region_2026-04-01_21-01-58-857.csv
Apartments Hotel Elisabeth,Bratislava,SK,,+421 949 244 042,Hotel,Hotel | Apartmán s izbovou službou,4.7,9,3.53,Low,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: Apartments Hotel Elisabeth | Mesto: Bratislava | Kategória: Hotel | Priorita: Low (3.53) | Hodnotenie: 4.7/5 z 9 recenzií | Web: Verejne nepotvrdené | Telefón: +421 949 244 042 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Apartments Hotel Elisabeth v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Apartments%20Hotel%20Elisabeth&query_place_id=ChIJ_ZgbpEyPbEcR7oZ4M3I6VU4,raw_bratislava region_2026-04-01_21-01-58-857.csv
River View Apartments,Staré Mesto,SK,,+421 903 704 947,Hotel,Hotel,4.6,297,3.51,Low,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: River View Apartments | Mesto: Staré Mesto | Kategória: Hotel | Priorita: Low (3.51) | Hodnotenie: 4.6/5 z 297 recenzií | Web: Verejne nepotvrdené | Telefón: +421 903 704 947 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na River View Apartments v lokalite Staré Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=River%20View%20Apartments&query_place_id=ChIJXeNOgdaJbEcRxdlpcCZyegs,raw_bratislava region_2026-04-01_21-01-58-857.csv
UBYTOVANIE,Bratislava,SK,,+421 911 270 454,Hotel,Hotel | Penzión,3.8,45,3.47,Low,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: UBYTOVANIE | Mesto: Bratislava | Kategória: Hotel | Priorita: Low (3.47) | Hodnotenie: 3.8/5 z 45 recenzií | Web: Verejne nepotvrdené | Telefón: +421 911 270 454 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na UBYTOVANIE v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=UBYTOVANIE&query_place_id=ChIJp4FW6-CObEcRsYCyGPEgXXE,raw_bratislava region_2026-04-01_21-01-58-857.csv
Ubytovňa Narva,Rača,SK,,+421 915 983 227,Reštaurácia,Reštaurácia | Hostel,4.2,105,3.28,Low,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: Ubytovňa Narva | Mesto: Rača | Kategória: Reštaurácia | Priorita: Low (3.28) | Hodnotenie: 4.2/5 z 105 recenzií | Web: Verejne nepotvrdené | Telefón: +421 915 983 227 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Ubytovňa Narva v lokalite Rača.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Ubytov%C5%88a%20Narva&query_place_id=ChIJrR5qZPaObEcRs4dWdW0Mi_4,raw_bratislava region_2026-04-01_21-01-58-857.csv
Ubytovňa Nivy,Bratislava,SK,,+421 949 468 212,Hotel,Hotel,3.3,46,3.13,Low,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: Ubytovňa Nivy | Mesto: Bratislava | Kategória: Hotel | Priorita: Low (3.13) | Hodnotenie: 3.3/5 z 46 recenzií | Web: Verejne nepotvrdené | Telefón: +421 949 468 212 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Ubytovňa Nivy v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Ubytov%C5%88a%20Nivy&query_place_id=ChIJqycOciuJbEcRWuToSfpQGFo,raw_bratislava region_2026-04-01_21-01-58-857.csv
Bed & Breakfast Apartment Ginko,Bratislava,SK,,+421 948 089 397,Nocľah a raňajky,Nocľah a raňajky,4.9,14,2.95,Low,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: Bed & Breakfast Apartment Ginko | Mesto: Bratislava | Kategória: Nocľah a raňajky | Priorita: Low (2.95) | Hodnotenie: 4.9/5 z 14 recenzií | Web: Verejne nepotvrdené | Telefón: +421 948 089 397 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Bed & Breakfast Apartment Ginko v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Bed%20%26%20Breakfast%20Apartment%20Ginko&query_place_id=ChIJ928kWriObEcRSyxd2YAhfvU,raw_bratislava region_2026-04-01_21-01-58-857.csv
